 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Atend.Pré-Natal por Município e Ano
Período:1998-2015
"Município";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"Total"
"420780 IRANI";-;-;-;502;973;795;725;795;909;1081;855;778;596;707;946;883;1332;1829;13706
"420785 IRATI";-;-;58;296;293;194;181;183;261;187;207;234;226;190;205;51;59;13;2838
"420790 IRINEOPOLIS";-;-;-;-;334;598;1316;743;559;873;946;629;778;722;314;93;118;292;8315
"420800 ITA";-;292;285;479;409;566;851;1325;1003;979;954;690;1459;374;373;336;445;527;11347
"420810 ITAIOPOLIS";-;-;95;266;498;562;702;919;1031;1018;1043;1403;1551;1877;1630;2302;2328;605;17830
"420820 ITAJAI";-;-;828;2964;3118;4068;5055;5232;5873;6853;9386;9443;10058;11576;12432;11893;14105;4561;117445
"420830 ITAPEMA";-;-;124;588;1126;1460;928;1519;1790;2430;2559;2546;3812;4103;4847;4394;4989;5253;42468
"420840 ITAPIRANGA";-;5;146;32;202;601;733;632;383;547;339;277;179;477;490;300;321;732;6396
"420845 ITAPOA";-;19;344;503;719;891;916;1231;1206;1284;1248;1168;1380;1258;1266;1267;1487;1771;17958
"420850 ITUPORANGA";-;-;-;132;893;1232;842;440;577;392;431;594;499;740;956;701;1011;603;10043
"420860 JABORA";-;-;7;140;239;234;279;535;373;334;291;416;367;489;527;357;189;225;5002
"420870 JACINTO MACHADO";-;-;149;84;317;502;478;392;112;51;13;18;17;23;8;22;11;5;2202
"420880 JAGUARUNA";-;-;-;-;162;346;319;396;318;324;404;749;492;528;618;907;1926;787;8276
"420890 JARAGUA DO SUL";-;228;570;499;918;1448;1664;1662;1671;2908;3283;4099;5258;4196;4887;4577;4676;5121;47665
"420895 JARDINOPOLIS";-;-;146;182;277;235;155;172;159;121;172;160;191;92;110;164;153;42;2531
"420900 JOACABA";-;-;-;14;159;312;247;340;283;504;740;799;1058;978;1097;1320;1519;1410;10780
"420910 JOINVILLE";439;4043;5957;6387;3342;3645;5791;5707;6093;6688;22565;6926;6508;7078;31186;10521;25228;18717;176821
"420915 JOSE BOITEUX";-;-;229;135;109;101;86;220;235;254;427;453;399;351;265;389;306;72;4031
"420917 JUPIA";-;-;138;175;139;157;226;275;198;240;157;183;167;239;223;206;152;172;3047
"420920 LACERDOPOLIS";-;-;-;5;113;241;195;238;55;124;143;148;96;114;88;134;140;73;1907
"420930 LAGES";-;746;2;1237;7403;8163;7871;9111;8980;11282;13498;10226;10387;13412;9396;10403;12128;4045;138290
"420940 LAGUNA";15;207;248;310;938;1052;1408;1492;1887;2794;2363;2245;1455;1599;1713;1856;1294;1046;23922
"420945 LAJEADO GRANDE";-;93;61;144;70;89;164;119;67;30;25;74;94;77;111;64;134;56;1472
"420950 LAURENTINO";-;-;-;83;307;183;233;131;267;369;233;199;114;451;273;453;725;243;4264
"420960 LAURO MULLER";-;-;9;102;34;461;222;164;213;223;141;159;160;156;118;275;1261;823;4521
"420970 LEBON REGIS";-;-;-;1;728;1071;834;982;1275;1451;1034;826;1036;643;501;763;1054;999;13198
"420980 LEOBERTO LEAL";-;-;77;302;304;417;408;245;150;228;175;212;293;213;203;173;80;-;3480
"420985 LINDOIA DO SUL";-;-;18;223;335;417;314;325;257;333;314;287;367;316;322;261;357;343;4789
"420990 LONTRAS";-;-;9;172;641;272;108;168;224;504;336;215;404;691;568;1412;549;795;7068
"421000 LUIZ ALVES";-;-;32;460;484;628;637;545;718;1017;1023;752;-;1168;1075;1970;667;-;11176
"421003 LUZERNA";-;-;-;19;28;137;93;144;271;236;179;147;135;179;188;40;15;-;1811
"421005 MACIEIRA";-;-;-;39;119;169;107;65;132;130;102;144;58;53;47;108;196;129;1598
"421010 MAFRA";-;-;-;-;100;87;153;159;159;268;341;213;157;110;90;662;1707;2566;6772
"421020 MAJOR GERCINO";-;-;257;427;96;144;143;68;93;112;30;10;22;49;51;21;148;43;1714
"421030 MAJOR VIEIRA";-;-;-;206;317;613;205;62;119;232;83;359;645;635;767;558;917;1009;6727
"421040 MARACAJA";-;-;181;742;957;169;16;78;2;-;-;-;200;330;442;409;643;361;4530
"421050 MARAVILHA";-;-;37;521;733;994;919;1135;1182;1171;1065;636;1508;1229;1603;1391;2019;1614;17757
"421055 MAREMA";-;-;107;50;60;107;104;82;63;54;104;68;168;76;77;79;173;146;1518
"421060 MASSARANDUBA";-;-;-;-;-;12;79;71;213;257;236;90;188;131;76;167;715;1065;3300
"421070 MATOS COSTA";-;-;-;-;179;120;124;331;226;179;214;176;191;170;148;54;129;95;2336
"421080 MELEIRO";-;44;214;162;87;240;132;100;40;74;127;71;9;30;7;7;56;61;1461
"421085 MIRIM DOCE";-;-;-;-;-;26;209;249;250;31;147;402;187;189;203;219;201;182;2495
"421090 MODELO";-;-;-;117;169;186;207;322;295;340;398;306;1369;325;426;474;446;262;5642
"421100 MONDAI";-;-;-;36;412;460;341;415;639;737;982;654;542;32;223;279;713;741;7206
"421105 MONTE CARLO";-;-;664;519;1206;1253;1000;932;1087;1173;984;967;1155;1000;705;1009;648;149;14451
"421110 MONTE CASTELO";-;-;-;48;319;623;866;807;803;587;744;509;125;424;674;1144;868;853;9394
"421120 MORRO DA FUMACA";-;-;5;16;233;809;1082;803;908;1321;1300;1418;841;1050;743;993;1497;1765;14784
"421125 MORRO GRANDE";-;229;126;183;147;207;201;213;173;208;164;234;213;195;278;474;180;301;3726
"421130 NAVEGANTES";-;-;358;203;927;1836;1832;1862;2076;2166;2593;3126;3432;4355;2757;4162;4995;5952;42632
"421140 NOVA ERECHIM";-;-;135;347;379;187;284;321;243;398;283;265;216;274;258;135;126;83;3934
"421145 NOVA ITABERABA";-;-;-;161;352;375;363;339;470;624;602;618;820;585;568;383;337;221;6818
"421150 NOVA TRENTO";-;-;10;123;604;455;994;674;625;820;502;396;412;488;368;473;498;427;7869
"421160 NOVA VENEZA";-;-;-;374;975;961;1021;1068;942;1037;985;879;493;135;38;926;953;1095;11882
"421165 NOVO HORIZONTE";42;335;331;256;432;488;455;326;301;377;209;200;179;103;175;131;148;142;4630
"421170 ORLEANS";-;-;187;674;124;1100;105;328;169;65;112;225;500;104;117;105;1049;1805;6769
"421175 OTACILIO COSTA";-;60;100;200;697;1051;1332;1521;2220;1592;1418;1129;603;705;897;597;553;789;15464
"421180 OURO";-;-;-;216;192;36;44;14;-;1;-;9;16;2;-;-;8;6;544
"421185 OURO VERDE";-;-;159;224;230;200;119;202;208;148;196;166;159;166;170;142;210;92;2791
"421187 PAIAL";-;-;-;-;63;220;252;172;145;109;96;152;140;113;193;166;201;132;2154
"421189 PAINEL";-;-;-;-;-;124;139;100;23;14;83;124;98;146;110;91;85;182;1319
"421190 PALHOCA";-;-;-;-;683;7668;3080;4493;4856;4493;10900;5264;4345;5857;7572;8675;9763;8940;86589
"421200 PALMA SOLA";-;-;154;268;490;323;659;218;491;466;547;481;787;849;451;1081;816;787;8868
"421205 PALMEIRA";-;-;-;-;56;144;27;32;2;-;74;112;98;184;160;204;243;32;1368
"421210 PALMITOS";-;-;-;391;510;1398;1665;1499;864;935;948;974;1155;1625;1007;988;950;971;15880
"421220 PAPANDUVA";-;-;-;11;385;566;682;1879;1620;1592;1737;1608;1595;574;2020;1913;2165;1937;20284
"421223 PARAISO";-;-;-;77;339;367;394;481;336;436;357;135;133;358;350;1878;352;232;6225
"421225 PASSO DE TORRES";-;-;-;-;-;65;77;24;257;337;1708;298;246;474;640;724;595;321;5766
"421227 PASSOS MAIA";367;483;281;572;439;428;352;753;875;679;470;513;501;558;280;654;656;584;9445
"421230 PAULO LOPES";-;-;37;82;367;294;45;95;126;37;80;271;200;319;272;307;171;62;2765
"421240 PEDRAS GRANDES";-;-;-;-;-;-;72;28;12;1;6;44;46;80;153;42;116;35;635
"421250 PENHA";-;-;-;-;182;415;354;293;331;385;316;204;169;243;404;1121;869;1939;7225
"421260 PERITIBA";-;-;-;61;184;155;199;101;81;79;65;56;65;106;64;116;226;110;1668
"421265 PESCARIA BRAVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;338;434;772
"421270 PETROLANDIA";-;-;36;607;287;247;321;309;399;244;53;20;5;7;7;8;10;2;2562
"421280 BALNEARIO PICARRAS";-;-;184;570;604;1051;1509;1084;1094;1118;951;1026;1578;1759;1416;1510;1823;1847;19124
"421290 PINHALZINHO";-;-;416;1158;344;511;630;476;154;263;251;174;89;113;1392;2054;1864;652;10541
"421300 PINHEIRO PRETO";-;-;172;172;183;253;171;189;197;166;187;83;65;6;22;97;186;100;2249
"421310 PIRATUBA";-;-;-;16;402;456;401;427;412;492;430;333;372;332;338;418;424;277;5530
"421315 PLANALTO ALEGRE";-;-;-;139;199;226;140;217;133;164;171;164;142;199;169;223;232;146;2664
"421320 POMERODE";-;-;167;347;511;416;465;722;775;925;572;729;1043;1074;1157;958;1189;821;11871
"421330 PONTE ALTA";-;-;-;-;41;226;343;639;310;458;217;312;445;335;341;509;268;12;4456
"421335 PONTE ALTA DO NORTE";-;-;37;217;87;124;77;170;159;174;195;229;243;157;5;133;273;268;2548
"421340 PONTE SERRADA";-;53;10;94;896;1453;2160;1901;1851;1774;1308;1061;1139;954;1152;759;763;974;18302
"421350 PORTO BELO";-;-;-;445;248;144;203;106;145;234;215;502;674;853;506;1068;1008;568;6919
"421360 PORTO UNIAO";-;-;-;-;-;658;-;-;9;41;243;773;1520;2461;2116;1354;2931;2571;14677
"421370 POUSO REDONDO";-;-;-;152;1289;1182;881;1151;1023;909;1172;1191;1412;1567;1762;1570;1798;1639;18698
"421380 PRAIA GRANDE";-;-;121;310;194;276;320;206;297;544;1080;609;673;649;626;568;921;793;8187
"421390 PRESIDENTE CASTELLO BRANCO";-;42;14;88;79;109;118;97;72;46;37;58;134;123;67;112;88;77;1361
"421400 PRESIDENTE GETULIO";-;-;126;733;714;683;292;495;613;707;656;551;1177;650;791;734;953;955;10830
"421410 PRESIDENTE NEREU";-;-;130;283;191;200;230;201;208;156;191;136;234;205;232;239;136;88;3060
"421415 PRINCESA";-;-;-;-;38;178;240;248;216;232;233;93;261;384;316;229;94;55;2817
"421420 QUILOMBO";-;15;331;211;580;750;926;639;305;759;793;150;228;684;1052;1366;864;749;10402
"421430 RANCHO QUEIMADO";-;-;23;99;90;204;177;125;82;93;81;109;128;82;89;66;77;11;1536
"421440 RIO DAS ANTAS";-;-;73;100;273;490;396;343;518;232;385;313;262;234;290;364;446;296;5015
"421450 RIO DO CAMPO";-;-;10;49;398;615;352;369;593;623;453;265;295;316;413;341;467;300;5859
"421460 RIO DO OESTE";-;-;-;19;75;29;84;192;597;668;752;415;16;12;3;254;53;-;3169
"421470 RIO DOS CEDROS";-;-;-;7;18;54;377;666;454;580;510;512;611;490;703;506;636;734;6858
"421480 RIO DO SUL";3;412;1069;594;1013;1490;2270;2030;2700;1327;2155;2665;3044;3067;2472;3037;2469;1036;32853
"421490 RIO FORTUNA";-;225;263;211;245;185;362;400;356;346;339;285;414;464;347;320;1282;501;6545
"421500 RIO NEGRINHO";-;40;654;653;1214;2718;3594;3122;3288;3458;2891;2154;2133;1825;1313;1242;1176;1118;32593
"421505 RIO RUFINO";-;-;-;-;309;385;415;439;232;377;279;140;204;252;150;206;195;150;3733
"421507 RIQUEZA";-;-;-;316;946;630;696;387;556;457;485;387;293;401;339;292;523;313;7021
"421510 RODEIO";-;-;-;-;-;115;142;196;225;397;298;303;435;335;373;334;586;757;4496
"421520 ROMELANDIA";-;-;-;-;-;73;424;419;424;308;465;315;233;185;290;232;104;108;3580
"421530 SALETE";-;-;-;159;310;371;466;554;625;571;645;585;615;571;487;400;411;555;7325
"421535 SALTINHO";-;-;-;306;345;397;396;438;312;297;297;337;306;295;241;246;230;360;4803
"421540 SALTO VELOSO";-;-;195;173;232;226;248;240;321;294;188;176;168;147;288;267;235;181;3579
"421545 SANGAO";-;-;-;155;274;689;1283;1310;1633;1318;1642;1482;1948;1977;2047;1889;1892;1832;21371
"421550 SANTA CECILIA";-;-;-;-;-;-;117;-;-;4;14;146;390;295;398;304;339;666;2673
"421555 SANTA HELENA";-;-;-;80;199;406;392;216;280;243;271;158;162;133;260;246;186;126;3358
"421560 SANTA ROSA DE LIMA";36;193;187;199;129;204;165;105;188;148;187;200;203;163;523;222;240;189;3481
"421565 SANTA ROSA DO SUL";-;-;104;329;324;479;692;469;487;461;697;503;406;400;399;435;515;200;6900
"421567 SANTA TEREZINHA";-;-;44;228;458;624;877;240;685;388;563;411;568;415;330;498;391;527;7247
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;114;215;164;181;230;199;201;205;332;174;257;249;259;143;185;3108
"421569 SANTIAGO DO SUL";-;-;24;104;88;95;115;129;128;85;-;99;92;111;118;96;218;149;1651
"421570 SANTO AMARO DA IMPERATRIZ";-;-;148;502;743;911;1063;726;868;882;1065;1013;931;911;910;1304;717;-;12694
"421575 SAO BERNARDINO";-;-;-;260;273;313;236;209;154;207;307;288;123;80;199;191;218;82;3140
"421580 SAO BENTO DO SUL";-;380;603;562;941;899;1581;2529;2778;3469;2788;2550;2631;2986;4082;4304;4832;4904;42819
"421590 SAO BONIFACIO";-;-;-;75;163;212;161;149;363;274;123;142;159;194;146;155;149;218;2683
"421600 SAO CARLOS";-;-;-;34;206;277;152;59;90;27;7;15;250;72;56;118;124;46;1533
"421605 SAO CRISTOVAO DO SUL";-;189;247;646;695;527;406;406;351;388;318;147;403;459;492;319;581;635;7209
"421610 SAO DOMINGOS";267;534;618;560;844;187;43;282;666;565;563;410;550;177;268;472;792;855;8653
"421620 SAO FRANCISCO DO SUL";-;41;-;7;51;292;415;482;511;513;506;406;520;570;702;1175;1309;1378;8878
"421625 SAO JOAO DO OESTE";-;254;148;164;272;308;345;246;392;242;288;416;489;420;534;170;208;237;5133
"421630 SAO JOAO BATISTA";-;-;8;62;487;1116;792;1128;1536;2055;1984;1881;1914;1870;1348;882;322;-;17385
"421635 SAO JOAO DO ITAPERIU";-;-;-;-;147;264;308;285;313;190;580;282;326;279;408;318;431;284;4415
"421640 SAO JOAO DO SUL";-;-;-;-;-;-;4;33;14;78;20;20;390;9;1;1;3;2;575
"421650 SAO JOAQUIM";-;35;90;462;943;734;440;728;941;505;478;101;70;118;86;108;44;95;5978
"421660 SAO JOSE";-;-;100;1035;7629;9749;10395;9997;10409;10139;9741;9853;8292;9459;10018;10806;12444;13079;143145
"421670 SAO JOSE DO CEDRO";-;-;162;291;313;837;1227;1209;1187;1295;1041;1215;1122;1129;1146;1136;1322;314;14946
"421680 SAO JOSE DO CERRITO";-;-;118;283;484;408;354;549;610;415;352;401;363;281;585;253;516;346;6318
"421690 SAO LOURENCO DO OESTE";-;-;91;106;196;240;601;534;1115;1320;897;888;824;984;1423;1349;867;994;12429
"421700 SAO LUDGERO";-;-;-;-;166;78;158;482;1103;1215;780;680;646;134;665;820;557;914;8398
"421710 SAO MARTINHO";-;-;29;289;112;121;77;115;131;291;121;164;135;142;136;17;31;-;1911
"421715 SAO MIGUEL DA BOA VISTA";-;-;27;152;109;201;139;109;154;116;86;84;161;230;166;159;160;98;2151
"421720 SAO MIGUEL DO OESTE";-;48;29;352;896;824;916;919;1356;1202;1048;657;1388;1696;1232;1560;1627;843;16593
"421725 SAO PEDRO DE ALCANTARA";-;-;218;188;204;205;372;271;240;280;241;126;107;170;163;57;54;-;2896
"421730 SAUDADES";-;-;5;319;550;512;368;324;471;443;514;425;597;583;467;455;674;486;7193
"421740 SCHROEDER";-;-;-;-;364;436;328;129;532;437;572;454;359;1038;948;834;770;945;8146
"421750 SEARA";-;15;366;1004;1267;1002;768;1016;1003;953;793;1614;671;521;514;449;519;598;13073
"421755 SERRA ALTA";-;-;-;166;275;201;206;216;287;199;326;273;255;335;386;352;326;277;4080
"421760 SIDEROPOLIS";215;513;222;147;75;193;204;445;196;177;231;313;155;304;255;638;709;403;5395
"421770 SOMBRIO";-;524;764;728;878;1388;1342;1295;848;807;1112;1078;1682;133051;1183;1258;1530;1386;150854
"421775 SUL BRASIL";-;-;-;53;309;469;516;357;273;220;328;220;191;192;148;179;222;214;3891
"421780 TAIO";-;-;-;-;58;522;902;395;365;190;465;789;904;842;493;583;756;1088;8352
"421790 TANGARA";-;-;-;138;180;211;408;286;91;117;74;29;25;126;103;48;122;143;2101
"421795 TIGRINHOS";-;-;25;208;143;28;49;107;164;125;146;107;151;228;182;106;88;133;1990
"421800 TIJUCAS";-;-;5;202;200;409;329;370;831;1563;1355;1161;849;481;658;155;444;470;9482
"421810 TIMBE DO SUL";-;-;7;104;220;263;182;207;89;87;5;35;48;1;3;2;-;-;1253
"421820 TIMBO";-;-;445;1980;2322;2873;2744;2113;2401;2182;3112;2975;2451;2457;2262;1994;2206;2512;37029
"421825 TIMBO GRANDE";-;-;246;441;392;509;605;711;741;340;501;596;451;420;447;504;568;479;7951
"421830 TRES BARRAS";-;-;-;-;653;1470;1866;1167;1084;450;420;720;579;347;864;789;1202;953;12564
"421835 TREVISO";-;-;109;254;368;409;67;33;247;446;369;446;527;529;297;252;317;200;4870
"421840 TREZE DE MAIO";-;-;-;-;-;343;371;343;500;361;368;416;520;339;271;426;324;485;5067
"421850 TREZE TILIAS";-;-;51;178;562;601;369;384;226;82;369;148;273;443;331;404;164;427;5012
"421860 TROMBUDO CENTRAL";-;-;-;-;-;27;327;306;314;669;620;681;638;514;355;259;224;451;5385
"421870 TUBARAO";-;35;396;1829;2592;1975;2032;2203;2391;3963;3722;3079;3572;3346;3993;3613;4258;1948;44947
"421875 TUNAPOLIS";-;-;-;287;547;688;518;435;528;441;404;317;315;380;323;266;382;283;6114
"421880 TURVO";-;136;383;201;319;166;105;418;342;263;332;184;183;355;365;469;341;343;4905
"421885 UNIAO DO OESTE";-;-;81;112;89;218;230;202;183;103;69;92;337;188;233;212;159;198;2706
"421890 URUBICI";-;-;-;82;628;553;704;665;637;547;554;467;448;829;519;627;753;211;8224
"421895 URUPEMA";-;-;-;-;27;184;151;150;130;158;199;145;132;101;151;125;141;8;1802
"421900 URUSSANGA";-;-;-;58;628;528;711;464;280;168;214;334;2165;1132;665;872;1187;1132;10538
"421910 VARGEAO";-;-;446;452;366;432;452;484;501;325;419;542;442;453;378;248;485;441;6866
"421915 VARGEM";-;-;-;65;208;236;222;138;221;191;206;90;213;196;190;217;291;510;3194
"421917 VARGEM BONITA";-;-;-;127;110;182;268;203;183;137;88;105;70;443;85;107;107;115;2330
"421920 VIDAL RAMOS";-;-;-;270;386;547;628;761;505;411;415;418;525;404;461;390;394;416;6931
"421930 VIDEIRA";-;-;-;-;2525;2685;1698;3459;4;10;18;71;37;83;117;76;159;661;11603
"421935 VITOR MEIRELES";-;-;120;468;634;495;437;495;241;243;314;265;323;302;164;237;178;169;5085
"421940 WITMARSUM";-;-;150;252;345;233;379;379;436;515;302;298;438;327;283;270;431;377;5415
"421950 XANXERE";-;-;-;31;1686;2385;2212;2276;1944;2248;1971;2511;2332;1680;1585;1689;2471;3540;30561
"421960 XAVANTINA";-;-;-;91;207;151;415;315;318;492;275;224;234;267;251;63;146;117;3566
"421970 XAXIM";-;-;273;368;576;632;636;892;980;1026;1418;1736;1733;1569;1105;1365;1436;2184;17929
"421985 ZORTEA";-;-;-;-;-;188;349;416;304;269;256;238;252;203;157;92;106;11;2841
"422000 BALNEARIO RINCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;630;846;1045;2521
" MUNICIPIO IGNORADO - RS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430003 ACEGUA";-;-;-;-;-;-;126;334;227;377;346;152;242;274;279;367;174;-;2898
"430005 AGUA SANTA";-;-;-;-;40;42;82;23;1;4;3;-;-;83;15;6;5;1;305
"430010 AGUDO";-;-;-;-;14;86;54;213;147;-;-;-;-;-;-;-;-;-;514
"430020 AJURICABA";-;19;-;-;160;339;535;511;312;313;313;330;263;342;441;294;213;150;4535
"430030 ALECRIM";-;-;-;-;-;-;-;-;153;496;469;1054;459;383;416;366;320;74;4190
"430040 ALEGRETE";-;8;438;801;266;290;508;803;919;1003;918;851;1347;2252;2512;2708;1723;-;17347
"430045 ALEGRIA";-;-;-;-;147;241;244;173;284;29;13;41;189;282;287;206;156;-;2292
"430047 ALMIRANTE TAMANDARE DO SUL";-;-;-;-;-;-;-;6;4;7;12;1;7;-;103;130;48;-;318
"430050 ALPESTRE";-;-;-;-;-;164;844;675;539;321;340;260;484;371;480;427;349;242;5496
"430055 ALTO ALEGRE";-;-;-;96;109;117;69;73;79;78;81;57;71;68;123;109;32;-;1162
"430057 ALTO FELIZ";-;-;11;7;-;-;89;109;89;106;98;58;58;110;48;48;70;-;901
"430060 ALVORADA";-;-;138;1796;2069;3448;11901;10026;10048;8308;8806;8789;8877;9255;10045;11011;3844;-;108361
"430063 AMARAL FERRADOR";-;-;-;-;102;183;201;382;474;540;447;420;384;362;215;541;137;72;4460
"430064 AMETISTA DO SUL";-;-;-;-;-;316;777;629;1082;547;416;397;283;336;292;190;286;-;5551
"430066 ANDRE DA ROCHA";-;-;-;-;-;7;20;111;-;-;-;-;6;56;93;48;18;-;359
"430070 ANTA GORDA";-;-;-;-;-;76;115;73;135;180;166;165;79;46;28;-;-;65;1128
"430080 ANTONIO PRADO";-;-;-;-;-;-;-;-;3;15;25;12;19;9;24;18;34;-;159
"430085 ARAMBARE";-;-;-;-;-;81;301;45;37;10;4;-;3;3;52;-;-;-;536
"430087 ARARICA";-;-;-;25;286;454;226;339;249;99;96;162;183;364;632;734;429;259;4537
"430090 ARATIBA";28;106;4;40;183;175;200;249;349;395;342;276;118;126;61;43;71;6;2772
"430100 ARROIO DO MEIO";-;-;-;5;210;364;523;355;324;425;406;399;824;729;627;712;804;685;7392
"430105 ARROIO DO SAL";-;-;24;72;101;139;62;48;21;-;-;-;-;-;-;-;-;-;467
"430107 ARROIO DO PADRE";-;-;-;-;118;342;198;338;274;160;135;288;275;174;151;126;98;155;2832
"430110 ARROIO DOS RATOS";-;-;-;-;-;8;231;275;128;349;95;166;591;806;462;598;818;324;4851
"430120 ARROIO DO TIGRE";50;-;5;17;-;2;17;-;-;5;14;49;234;443;323;183;71;-;1413
"430130 ARROIO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430140 ARVOREZINHA";-;-;-;12;-;-;-;-;-;-;-;-;-;-;370;436;520;32;1370
"430150 AUGUSTO PESTANA";-;-;21;54;119;105;92;129;176;336;352;238;244;293;296;389;369;392;3605
"430155 AUREA";-;-;-;125;319;317;264;172;216;198;187;146;174;170;261;222;185;71;3027
"430160 BAGE";-;-;-;-;-;112;2313;3516;4035;3478;5424;3478;5629;4695;5632;4911;5093;2615;50931
"430163 BALNEARIO PINHAL";-;-;42;1121;537;530;451;635;953;977;917;767;776;706;977;975;856;825;12045
"430165 BARAO";-;-;-;-;-;-;-;-;-;12;37;20;41;2;33;131;108;-;384
"430170 BARAO DE COTEGIPE";-;-;14;36;18;94;67;68;45;33;91;13;122;183;265;167;60;137;1413
"430175 BARAO DO TRIUNFO";-;-;-;-;-;-;-;-;-;-;-;-;-;5;6;11;1;-;23
"430180 BARRACAO";-;-;-;-;-;-;-;-;-;-;7;-;-;127;250;312;396;-;1092
"430185 BARRA DO GUARITA";-;-;-;-;18;141;176;192;156;131;171;197;135;199;195;218;137;172;2238
"430187 BARRA DO QUARAI";-;-;-;-;-;-;-;-;-;-;267;173;143;223;225;230;202;-;1463
"430190 BARRA DO RIBEIRO";-;-;-;-;3;29;295;404;374;677;110;262;287;107;149;-;-;55;2752
"430192 BARRA DO RIO AZUL";-;-;17;-;-;8;64;14;65;86;88;52;48;112;63;71;30;23;741
"430195 BARRA FUNDA";-;-;-;-;-;-;27;43;19;4;17;14;19;29;15;13;17;186;403
"430200 BARROS CASSAL";-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;165;3;153;325
"430205 BENJAMIN CONSTANT DO SUL";-;21;151;193;121;133;132;135;87;119;134;118;459;23;57;59;37;7;1986
"430210 BENTO GONCALVES";-;661;1254;1148;601;733;906;1769;1679;1683;1746;1818;1787;2120;2320;2114;1053;-;23392
"430215 BOA VISTA DAS MISSOES";-;-;-;-;-;-;-;61;190;94;19;4;16;29;162;77;53;-;705
"430220 BOA VISTA DO BURICA";-;-;-;4;-;-;-;-;20;266;224;92;122;38;34;364;216;-;1380
"430222 BOA VISTA DO CADEADO";-;-;-;21;90;89;143;153;130;126;107;122;85;84;76;156;67;44;1493
"430223 BOA VISTA DO INCRA";-;-;-;-;110;133;237;205;244;157;116;204;206;171;124;140;116;122;2285
"430225 BOA VISTA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430230 BOM JESUS";-;-;-;-;-;-;-;59;349;669;669;717;771;664;406;490;643;294;5731
"430235 BOM PRINCIPIO";-;115;193;431;338;323;429;162;294;178;142;422;396;564;445;687;1098;498;6715
"430237 BOM PROGRESSO";-;-;-;34;131;279;187;222;108;85;79;286;101;159;114;166;212;15;2178
"430240 BOM RETIRO DO SUL";-;-;-;-;-;-;-;-;52;292;285;91;-;-;-;-;-;-;720
"430245 BOQUEIRAO DO LEAO";-;-;-;-;-;-;-;-;24;49;183;407;410;344;491;471;189;-;2568
"430250 BOSSOROCA";-;-;-;-;-;219;480;403;446;487;325;433;367;275;355;201;140;74;4205
"430258 BOZANO";-;-;-;11;77;206;268;223;233;165;117;65;96;91;98;122;49;-;1821
"430260 BRAGA";-;-;-;-;-;176;361;409;261;252;255;313;310;183;90;221;214;104;3149
"430265 BROCHIER";-;-;-;-;-;-;-;110;12;-;-;-;-;-;-;-;-;-;122
"430270 BUTIA";-;-;-;-;16;53;54;13;-;-;-;-;-;-;-;-;-;-;136
"430280 CACAPAVA DO SUL";-;-;453;735;492;732;885;872;1224;910;926;935;438;553;455;484;1669;169;11932
"430290 CACEQUI";-;-;-;196;753;283;332;327;262;57;52;17;8;2;-;14;9;98;2410
"430300 CACHOEIRA DO SUL";27;1205;1459;1267;1456;1738;1761;1624;1299;1139;1192;1787;1408;1540;2031;1871;1549;1172;25525
"430310 CACHOEIRINHA";-;-;-;-;-;-;86;467;480;1106;1131;1005;1152;944;1416;1495;2119;2333;13734
"430320 CACIQUE DOBLE";-;-;-;-;-;-;-;-;-;-;-;-;4;13;15;51;41;31;155
